id,type,age_group,gender,daily_internet_hours,primary_activity,uses_facebook,num_social_media_accounts,exposed_to_bad_language,learned_bad_words,experienced_cyberbullying,cyberbullying_types,reported_incident,reported_to,mental_health_impact,received_school_education,awareness_level,impact_certainty
S0245,Student,13-17,Female,1,Gaming,True,3,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0246,Student,9-12,Male,0,Social Media,True,4,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0247,Student,9-12,Female,2,Videos,False,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S0248,Student,13-17,Female,4,Social Media,True,4,False,False,True,Insults,True,Teacher,None,True,Medium,Unsure
S0249,Student,13-17,Male,1,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0250,Student,13-17,Male,7,Studying,True,4,True,False,True,Insults; Defamation,False,None,Academic Decline,True,Medium,Unsure
S0251,Student,13-17,Male,6,Videos,False,1,False,False,True,None,False,None,Insomnia,True,Medium,Certain
S0252,Student,9-12,Female,3,Chatting,True,4,True,True,True,Insults; Defamation; Exclusion,False,None,Depression,True,Medium,Unsure
S0253,Student,13-17,Male,2,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0254,Student,9-12,Female,0,Social Media,True,2,True,True,True,Insults; Defamation,False,None,Academic Decline; Depression,False,Low,Certain
S0255,Student,13-17,Female,4,Social Media,True,3,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0256,Student,13-17,Female,3,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S0257,Student,13-17,Female,2,Gaming,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S0258,Student,13-17,Female,6,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0259,Student,13-17,Male,8,Studying,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0260,Student,13-17,Female,6,Chatting,True,2,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0261,Student,13-17,Female,6,Gaming,True,4,True,True,True,Insults; Defamation; Threats,True,Family,None,True,High,Unsure
S0262,Student,9-12,Female,1,Social Media,True,1,False,False,True,Insults; Defamation; Exclusion; Threats,False,None,Insomnia,True,High,Unsure
S0263,Student,9-12,Male,4,Gaming,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0264,Student,9-12,Male,4,Videos,True,3,False,False,True,Insults; Defamation,True,Teacher,None,False,Medium,Unsure
S0265,Student,13-17,Male,6,Studying,True,4,True,False,True,Insults,False,None,Depression,True,High,Certain
S0266,Student,13-17,Male,1,Gaming,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S0267,Student,13-17,Male,2,Gaming,True,4,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0268,Student,13-17,Female,8,Videos,True,3,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0269,Student,13-17,Male,8,Gaming,True,1,True,False,True,None,True,Family,Academic Decline,False,Low,Unsure
S0270,Student,9-12,Female,4,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0271,Student,9-12,Female,2,Chatting,True,2,False,False,True,None,True,Teacher,None,False,Medium,Certain
S0272,Student,9-12,Female,3,Chatting,True,2,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0273,Student,13-17,Male,7,Videos,False,4,False,False,True,Insults; Defamation; Exclusion,True,School Counselor,Insomnia,False,Medium,Unsure
S0274,Student,9-12,Female,2,Social Media,True,4,False,False,True,Defamation; Threats,True,School Counselor,Academic Decline,False,Low,Certain
S0275,Student,9-12,Male,2,Videos,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0276,Student,9-12,Female,3,Studying,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0277,Student,13-17,Female,3,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0278,Student,13-17,Female,1,Chatting,True,1,True,False,True,Threats,False,None,None,True,Medium,Unsure
S0279,Student,9-12,Female,0,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0280,Student,9-12,Female,2,Chatting,True,4,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0281,Student,13-17,Female,4,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0282,Student,9-12,Female,4,Videos,True,1,True,False,True,Insults; Defamation,False,None,Insomnia,False,Low,Certain
S0283,Student,13-17,Female,4,Social Media,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0284,Student,13-17,Female,5,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0285,Student,13-17,Male,2,Studying,True,4,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0286,Student,13-17,Female,1,Videos,True,1,True,False,True,Insults; Exclusion,True,School Counselor,Insomnia; Academic Decline,True,Medium,Certain
S0287,Student,13-17,Male,1,Studying,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0288,Student,9-12,Female,2,Videos,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S0289,Student,13-17,Female,7,Chatting,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0290,Student,13-17,Male,4,Gaming,True,2,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0291,Student,13-17,Female,8,Chatting,True,4,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0292,Student,9-12,Male,2,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S0293,Student,13-17,Female,2,Studying,False,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0294,Student,13-17,Male,4,Studying,False,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0295,Student,13-17,Female,5,Studying,True,1,True,True,True,Insults,True,Family,Insomnia; Academic Decline; Anxiety,True,High,Unsure
S0296,Student,13-17,Female,5,Studying,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0297,Student,9-12,Male,1,Chatting,True,4,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0298,Student,9-12,Female,3,Studying,False,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0299,Student,13-17,Male,1,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0300,Student,13-17,Male,4,Chatting,True,1,True,False,True,Defamation,True,Friend,Insomnia; Depression,False,Medium,Certain
S0301,Student,13-17,Male,4,Studying,True,1,True,True,True,Insults; Defamation; Exclusion,False,None,None,False,Low,Unsure
S0302,Student,9-12,Female,1,Videos,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0303,Student,13-17,Male,6,Studying,True,1,True,True,True,Insults,False,None,Insomnia; Academic Decline; Loss of Appetite,False,Low,Unsure
S0304,Student,13-17,Male,7,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0305,Student,13-17,Male,6,Gaming,True,1,True,False,True,Insults; Defamation,True,Friend,Anxiety; Loss of Appetite,False,Low,Unsure
S0306,Student,13-17,Male,2,Social Media,True,3,True,False,True,Insults,True,Teacher,None,True,High,Certain
S0307,Student,9-12,Male,2,Chatting,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S0308,Student,13-17,Female,5,Videos,True,1,True,True,True,Insults,False,None,Academic Decline,False,Medium,Unsure
S0309,Student,13-17,Female,4,Videos,True,4,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0310,Student,9-12,Male,2,Social Media,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0311,Student,13-17,Male,8,Videos,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S0312,Student,13-17,Female,4,Videos,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0313,Student,9-12,Male,3,Gaming,True,1,True,False,True,Insults; Defamation,True,School Counselor,Anxiety,True,High,Certain
S0314,Student,13-17,Female,4,Videos,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0315,Student,9-12,Female,2,Gaming,True,1,False,False,True,Insults; Defamation; Exclusion,False,None,None,False,Low,Unsure
S0316,Student,9-12,Female,0,Studying,True,3,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0317,Student,9-12,Female,0,Gaming,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0318,Student,13-17,Female,4,Social Media,True,1,False,False,True,Defamation,False,None,Depression; Anxiety,True,Medium,Certain
S0319,Student,9-12,Male,3,Chatting,True,1,True,True,True,Insults,True,School Counselor,Depression,True,Medium,Unsure
S0320,Student,13-17,Male,4,Social Media,False,1,False,False,True,Insults; Defamation; Exclusion,True,Teacher,Academic Decline,False,Low,Unsure
S0321,Student,13-17,Male,8,Social Media,False,1,True,False,True,Defamation,True,Family,None,True,High,Unsure
S0322,Student,9-12,Female,3,Gaming,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0323,Student,13-17,Male,1,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0324,Student,9-12,Male,4,Videos,True,3,True,False,True,Insults,False,None,Depression,True,High,Unsure
S0325,Student,13-17,Female,1,Social Media,True,2,True,True,True,None,False,None,Insomnia,True,Medium,Unsure
S0326,Student,9-12,Male,0,Gaming,False,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0327,Student,9-12,Female,4,Social Media,True,4,True,True,True,Insults; Defamation; Exclusion,False,None,None,False,Low,Certain
S0328,Student,9-12,Male,2,Videos,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0329,Student,13-17,Female,8,Chatting,True,1,True,True,True,Insults; Defamation,True,School Counselor,None,True,Medium,Certain
S0330,Student,13-17,Male,3,Chatting,True,2,False,False,True,Insults; Defamation,False,None,Insomnia,True,High,Certain
S0331,Student,13-17,Female,8,Gaming,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0332,Student,9-12,Female,2,Chatting,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S0333,Student,13-17,Male,5,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0334,Student,13-17,Female,1,Videos,True,3,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S0335,Student,9-12,Female,1,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S0336,Student,13-17,Female,8,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0337,Student,13-17,Female,3,Social Media,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0338,Student,9-12,Female,2,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0339,Student,13-17,Male,3,Gaming,True,2,True,True,True,Insults,True,Friend,None,False,Low,Unsure
S0340,Student,13-17,Male,8,Gaming,True,1,True,False,True,Exclusion,False,None,Insomnia; Depression; Anxiety,False,Medium,Certain
S0341,Student,13-17,Female,3,Studying,True,1,False,False,True,Insults; Threats,True,Teacher,None,True,High,Unsure
S0342,Student,13-17,Male,2,Studying,True,3,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0343,Student,9-12,Female,1,Videos,True,1,False,False,True,None,True,Family,Insomnia,True,Medium,Unsure
S0344,Student,13-17,Female,6,Social Media,True,4,False,False,True,Insults,True,Teacher,Insomnia; Academic Decline; Loss of Appetite,False,Low,Unsure
S0345,Student,13-17,Female,2,Chatting,True,3,False,False,True,Insults; Exclusion,False,None,Depression,False,Low,Unsure
S0346,Student,9-12,Female,2,Studying,True,1,False,False,True,Insults,False,None,Academic Decline,False,Low,Unsure
S0347,Student,13-17,Female,1,Studying,True,1,True,True,True,None,False,None,Insomnia; Academic Decline,False,Medium,Certain
S0348,Student,9-12,Female,1,Chatting,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0349,Student,9-12,Male,2,Chatting,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0350,Student,13-17,Female,1,Studying,True,3,True,False,True,Insults; Defamation,False,None,Academic Decline; Depression; Anxiety,False,Low,Unsure
S0351,Student,9-12,Female,2,Gaming,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S0352,Student,13-17,Male,6,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0353,Student,13-17,Female,1,Gaming,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0354,Student,13-17,Male,6,Gaming,True,1,True,False,True,Insults,False,None,Academic Decline,True,Medium,Certain
S0355,Student,9-12,Male,2,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0356,Student,13-17,Male,2,Studying,True,1,True,True,True,Insults,False,None,Academic Decline; Anxiety,True,High,Unsure
S0357,Student,9-12,Female,2,Studying,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0358,Student,13-17,Female,7,Videos,False,2,False,False,True,Insults; Defamation; Threats,True,Friend,None,True,Medium,Certain
S0359,Student,13-17,Female,3,Studying,True,1,False,False,True,Threats,False,None,Depression; Anxiety,False,Medium,Unsure
S0360,Student,13-17,Male,6,Social Media,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0361,Student,9-12,Male,3,Chatting,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S0362,Student,13-17,Female,8,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0363,Student,9-12,Male,1,Chatting,True,1,False,False,True,Defamation,False,None,Insomnia; Academic Decline; Depression,True,Medium,Certain
S0364,Student,9-12,Male,2,Social Media,True,1,False,False,True,Insults; Defamation; Threats,False,None,Insomnia,False,Medium,Certain
S0365,Student,13-17,Female,2,Videos,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S0366,Student,9-12,Female,3,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0367,Student,13-17,Male,2,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S0368,Student,9-12,Female,0,Studying,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0369,Student,13-17,Female,4,Chatting,True,1,True,False,True,Defamation,False,None,None,True,High,Certain
S0370,Student,9-12,Male,1,Social Media,True,2,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0371,Student,13-17,Female,4,Gaming,False,3,True,True,True,Insults,True,Teacher,Insomnia; Loss of Appetite,True,High,Certain
S0372,Student,13-17,Female,3,Gaming,True,1,False,False,True,Defamation; Exclusion,True,School Counselor,Academic Decline; Depression; Loss of Appetite,False,Medium,Certain
S0373,Student,9-12,Female,1,Videos,True,1,True,False,True,Insults; Defamation; Threats,False,None,None,True,High,Certain
S0374,Student,13-17,Female,4,Gaming,True,2,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S0375,Student,9-12,Female,0,Social Media,True,2,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0376,Student,13-17,Female,7,Studying,True,1,True,False,True,Insults; Threats,True,School Counselor,Insomnia; Depression,False,Low,Certain
S0377,Student,13-17,Male,5,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0378,Student,9-12,Male,1,Studying,True,2,False,False,True,Insults; Defamation; Threats,True,Teacher,Insomnia,False,Low,Unsure
S0379,Student,13-17,Male,6,Gaming,True,1,True,False,True,Insults,False,None,Insomnia,True,Medium,Unsure
S0380,Student,9-12,Female,1,Gaming,False,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S0381,Student,9-12,Male,3,Gaming,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S0382,Student,13-17,Female,1,Chatting,True,2,True,False,True,None,True,Family,Insomnia,True,Medium,Certain
S0383,Student,9-12,Male,4,Social Media,False,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0384,Student,13-17,Female,2,Videos,False,4,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S0385,Student,13-17,Male,4,Chatting,True,2,False,False,True,Threats,False,None,Insomnia,False,Low,Unsure
S0386,Student,9-12,Female,1,Gaming,False,4,False,False,True,Insults,True,Friend,None,False,Low,Certain
S0387,Student,13-17,Female,8,Videos,False,4,True,True,True,Insults,True,Teacher,Depression,False,Medium,Certain
S0388,Student,9-12,Female,2,Gaming,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0389,Student,9-12,Male,1,Studying,False,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S0390,Student,13-17,Female,3,Chatting,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S0391,Student,13-17,Male,3,Gaming,True,1,False,False,True,Insults,False,None,None,True,High,Unsure
S0392,Student,13-17,Male,4,Chatting,True,3,True,True,True,Defamation; Exclusion,False,None,Depression,True,High,Certain
S0393,Student,9-12,Male,1,Videos,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S0394,Student,13-17,Female,3,Videos,False,1,False,False,True,Insults; Exclusion; Threats,True,Family,Insomnia,True,High,Certain
S0395,Student,13-17,Female,1,Chatting,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
